country,subnational1,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,Negeri Sembilan,2005,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2005,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,4496385.0
Malaysia,Negeri Sembilan,2005,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,4458495.0
Malaysia,Negeri Sembilan,2005,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,4024971.0
Malaysia,Pahang,2005,0,3585238,422471528,118,,,,
Malaysia,Pahang,2005,10,3327704,422127448,127,,,,
Malaysia,Pahang,2005,15,3316955,421598747,127,,,,
Malaysia,Pahang,2005,20,3308545,421163557,127,,,,
Malaysia,Pahang,2005,25,3303635,420910143,127,,,,
Malaysia,Pahang,2005,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,32086537.0
Malaysia,Pahang,2005,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,31982839.0
Malaysia,Pahang,2005,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,30921126.0
Malaysia,Perak,2005,0,2091110,207202266,99,,,,
Malaysia,Perak,2005,10,1795110,206728430,115,,,,
Malaysia,Perak,2005,15,1785066,206237585,116,,,,
Malaysia,Perak,2005,20,1778841,205918927,116,,,,
Malaysia,Perak,2005,25,1774699,205715084,116,,,,
Malaysia,Perak,2005,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,6172714.0
Malaysia,Perak,2005,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,6142262.0
Malaysia,Perak,2005,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,5864822.0
Malaysia,Perlis,2005,0,82349,2952940,36,,,,
Malaysia,Perlis,2005,10,29311,2832283,97,,,,
Malaysia,Perlis,2005,15,28648,2794018,98,,,,
Malaysia,Perlis,2005,20,28308,2774155,98,,,,
Malaysia,Perlis,2005,25,28044,2760716,98,,,,
Malaysia,Perlis,2005,30,27367,2719784,99,98894.0,148532.0,-49639.0,75267.0
Malaysia,Perlis,2005,50,25598,2601968,102,95885.0,139687.0,-43803.0,73062.0
Malaysia,Perlis,2005,75,19860,2078232,105,74585.0,115701.0,-41116.0,54592.0
Malaysia,Pulau Pinang,2005,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2005,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2005,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2005,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2005,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2005,30,46677,4001163,86,100482.0,173060.0,-72578.0,115781.0
Malaysia,Pulau Pinang,2005,50,43161,3803492,88,96960.0,159433.0,-62472.0,111894.0
Malaysia,Pulau Pinang,2005,75,32935,3131770,95,79387.0,124248.0,-44860.0,90586.0
Malaysia,Putrajaya,2005,0,6173,130052,21,,,,
Malaysia,Putrajaya,2005,10,1720,127212,74,,,,
Malaysia,Putrajaya,2005,15,1670,124934,75,,,,
Malaysia,Putrajaya,2005,20,1644,123683,75,,,,
Malaysia,Putrajaya,2005,25,1618,122523,76,,,,
Malaysia,Putrajaya,2005,30,1583,120859,76,6730.0,11311.0,-4580.0,3738.0
Malaysia,Putrajaya,2005,50,1395,109968,79,6109.0,10649.0,-4539.0,3463.0
Malaysia,Putrajaya,2005,75,925,77700,84,4265.0,9158.0,-4893.0,1888.0
Malaysia,Sabah,2005,0,7372091,833296406,113,,,,
Malaysia,Sabah,2005,10,6769712,832107145,123,,,,
Malaysia,Sabah,2005,15,6742543,830848059,123,,,,
Malaysia,Sabah,2005,20,6721855,829806182,123,,,,
Malaysia,Sabah,2005,25,6710515,829233966,124,,,,
Malaysia,Sabah,2005,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,39549793.0
Malaysia,Sabah,2005,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,39447899.0
Malaysia,Sabah,2005,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,38588537.0
Malaysia,Sarawak,2005,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2005,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2005,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2005,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2005,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2005,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,104906400.0
Malaysia,Sarawak,2005,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,104622266.0
Malaysia,Sarawak,2005,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,102833754.0
Malaysia,Selangor,2005,0,782443,55057927,70,,,,
Malaysia,Selangor,2005,10,581303,54785119,94,,,,
Malaysia,Selangor,2005,15,575405,54537124,95,,,,
Malaysia,Selangor,2005,20,571761,54377662,95,,,,
Malaysia,Selangor,2005,25,568977,54259317,95,,,,
Malaysia,Selangor,2005,30,564558,54064971,96,3129864.0,2589350.0,540514.0,3844310.0
Malaysia,Selangor,2005,50,543059,53006083,98,3074550.0,2461992.0,612558.0,3805557.0
Malaysia,Selangor,2005,75,477581,49218157,103,2784878.0,2104015.0,680863.0,3535498.0
Malaysia,Trengganu,2005,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2005,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2005,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2005,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2005,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2005,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,5163702.0
Malaysia,Trengganu,2005,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,5145531.0
Malaysia,Trengganu,2005,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,4980476.0
Malaysia,Johor,2006,0,1911485,161690598,85,,,,
Malaysia,Johor,2006,10,1625635,161322141,99,,,,
Malaysia,Johor,2006,15,1614670,160842410,100,,,,
Malaysia,Johor,2006,20,1606540,160463313,100,,,,
Malaysia,Johor,2006,25,1601965,160254374,100,,,,
Malaysia,Johor,2006,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,15098715.0
Malaysia,Johor,2006,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,15042644.0
Malaysia,Johor,2006,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,14496021.0
Malaysia,Kedah,2006,0,951787,79675819,84,,,,
Malaysia,Kedah,2006,10,693911,79000112,114,,,,
Malaysia,Kedah,2006,15,687911,78642913,114,,,,
Malaysia,Kedah,2006,20,683626,78375777,115,,,,
Malaysia,Kedah,2006,25,681331,78241635,115,,,,
Malaysia,Kedah,2006,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,4089582.0
Malaysia,Kedah,2006,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,4057481.0
Malaysia,Kedah,2006,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,3522306.0
Malaysia,Kelantan,2006,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2006,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2006,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2006,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2006,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2006,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,6255650.0
Malaysia,Kelantan,2006,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,6234972.0
Malaysia,Kelantan,2006,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,6052749.0
Malaysia,Kuala Lumpur,2006,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2006,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2006,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2006,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2006,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2006,30,4827,414389,86,27299.0,32459.0,-5160.0,36508.0
Malaysia,Kuala Lumpur,2006,50,3914,357079,91,25217.0,27488.0,-2271.0,34605.0
Malaysia,Kuala Lumpur,2006,75,2446,242429,99,17576.0,20220.0,-2644.0,23478.0
Malaysia,Labuan,2006,0,9066,436021,48,,,,
Malaysia,Labuan,2006,10,4730,426512,90,,,,
Malaysia,Labuan,2006,15,4599,419801,91,,,,
Malaysia,Labuan,2006,20,4527,415628,92,,,,
Malaysia,Labuan,2006,25,4480,413030,92,,,,
Malaysia,Labuan,2006,30,4323,403863,93,20672.0,27011.0,-6340.0,10763.0
Malaysia,Labuan,2006,50,3926,378890,97,19743.0,24960.0,-5217.0,10580.0
Malaysia,Labuan,2006,75,3014,310672,103,16622.0,20357.0,-3734.0,9509.0
Malaysia,Melaka,2006,0,165403,9575243,58,,,,
Malaysia,Melaka,2006,10,117339,9527472,81,,,,
Malaysia,Melaka,2006,15,115661,9445345,82,,,,
Malaysia,Melaka,2006,20,114475,9384085,82,,,,
Malaysia,Melaka,2006,25,113794,9349258,82,,,,
Malaysia,Melaka,2006,30,112675,9291768,82,1139800.0,691561.0,448240.0,803981.0
Malaysia,Melaka,2006,50,106873,8942334,84,1121624.0,649345.0,472279.0,799867.0
Malaysia,Melaka,2006,75,88815,7609803,86,1007607.0,523053.0,484553.0,744018.0
Malaysia,Negeri Sembilan,2006,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2006,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2006,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2006,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2006,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2006,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,3217686.0
Malaysia,Negeri Sembilan,2006,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,3198100.0
Malaysia,Negeri Sembilan,2006,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,2981919.0
Malaysia,Pahang,2006,0,3585238,422471528,118,,,,
Malaysia,Pahang,2006,10,3327704,422127448,127,,,,
Malaysia,Pahang,2006,15,3316955,421598747,127,,,,
Malaysia,Pahang,2006,20,3308545,421163557,127,,,,
Malaysia,Pahang,2006,25,3303635,420910143,127,,,,
Malaysia,Pahang,2006,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,24255108.0
Malaysia,Pahang,2006,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,24208675.0
Malaysia,Pahang,2006,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,23710037.0
Malaysia,Perak,2006,0,2091110,207202266,99,,,,
Malaysia,Perak,2006,10,1795110,206728430,115,,,,
Malaysia,Perak,2006,15,1785066,206237585,116,,,,
Malaysia,Perak,2006,20,1778841,205918927,116,,,,
Malaysia,Perak,2006,25,1774699,205715084,116,,,,
Malaysia,Perak,2006,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,4171597.0
Malaysia,Perak,2006,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,4151423.0
Malaysia,Perak,2006,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,4015891.0
Malaysia,Perlis,2006,0,82349,2952940,36,,,,
Malaysia,Perlis,2006,10,29311,2832283,97,,,,
Malaysia,Perlis,2006,15,28648,2794018,98,,,,
Malaysia,Perlis,2006,20,28308,2774155,98,,,,
Malaysia,Perlis,2006,25,28044,2760716,98,,,,
Malaysia,Perlis,2006,30,27367,2719784,99,98894.0,148532.0,-49639.0,29517.0
Malaysia,Perlis,2006,50,25598,2601968,102,95885.0,139687.0,-43803.0,28341.0
Malaysia,Perlis,2006,75,19860,2078232,105,74585.0,115701.0,-41116.0,22808.0
Malaysia,Pulau Pinang,2006,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2006,10,49792,4155540,83,,,,
