country,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,2001,50,215033,28495819,133,1308565.0,608123.0,700443.0,633593.0
Malaysia,2001,75,203957,27613084,135,1245729.0,536107.0,709622.0,601936.0
Malaysia,2001,0,507197,55965161,110,,,,
Malaysia,2001,10,469377,55913137,119,,,,
Malaysia,2001,15,467741,55836794,119,,,,
Malaysia,2001,20,466459,55774374,120,,,,
Malaysia,2001,25,465685,55736886,120,,,,
Malaysia,2001,30,464503,55679176,120,6670523.0,1350999.0,5319524.0,3725684.0
Malaysia,2001,50,458213,55322933,121,6649681.0,1323049.0,5326632.0,3703943.0
Malaysia,2001,75,436225,53815613,123,6533150.0,1226539.0,5306611.0,3614370.0
Malaysia,2001,0,227604,25386387,112,,,,
Malaysia,2001,10,206322,25362652,123,,,,
Malaysia,2001,15,205465,25318280,123,,,,
Malaysia,2001,20,204764,25279956,123,,,,
Malaysia,2001,25,204387,25259096,124,,,,
Malaysia,2001,30,203724,25222534,124,2154150.0,847676.0,1306474.0,1117273.0
Malaysia,2001,50,199898,24980642,125,2137497.0,819494.0,1318002.0,1096887.0
Malaysia,2001,75,181179,23498881,130,1997016.0,694658.0,1302358.0,903028.0
Malaysia,2001,0,274728,28680851,104,,,,
Malaysia,2001,10,243617,28623986,117,,,,
Malaysia,2001,15,242317,28554521,118,,,,
Malaysia,2001,20,241543,28511640,118,,,,
Malaysia,2001,25,240954,28479867,118,,,,
Malaysia,2001,30,239889,28419875,118,988704.0,616712.0,371992.0,495397.0
Malaysia,2001,50,235664,28154822,119,980934.0,598350.0,382584.0,490884.0
Malaysia,2001,75,221173,27116433,123,932533.0,542521.0,390012.0,439698.0
Malaysia,2001,0,178644,8021434,45,,,,
Malaysia,2001,10,133294,7949882,60,,,,
Malaysia,2001,15,131863,7893534,60,,,,
Malaysia,2001,20,130741,7849287,60,,,,
Malaysia,2001,25,130032,7821586,60,,,,
Malaysia,2001,30,128350,7756726,60,161789.0,138963.0,22827.0,165432.0
Malaysia,2001,50,120822,7446445,62,154628.0,121359.0,33269.0,164271.0
Malaysia,2001,75,92122,6109486,66,126597.0,70234.0,56363.0,158213.0
Malaysia,2001,0,658082,86340017,131,,,,
Malaysia,2001,10,629313,86321607,137,,,,
Malaysia,2001,15,628668,86282416,137,,,,
Malaysia,2001,20,628267,86256819,137,,,,
Malaysia,2001,25,628027,86241609,137,,,,
Malaysia,2001,30,627481,86205871,137,2575647.0,1510735.0,1064912.0,974546.0
Malaysia,2001,50,625001,86023895,138,2566775.0,1488865.0,1077910.0,968081.0
Malaysia,2001,75,615624,85195815,138,2513964.0,1409698.0,1104266.0,927554.0
Malaysia,2001,0,73305,8447801,115,,,,
Malaysia,2001,10,69505,8439914,121,,,,
Malaysia,2001,15,69284,8427104,122,,,,
Malaysia,2001,20,69136,8418287,122,,,,
Malaysia,2001,25,69027,8411880,122,,,,
Malaysia,2001,30,68853,8401442,122,126544.0,107068.0,19476.0,45796.0
Malaysia,2001,50,67779,8329763,123,125883.0,104544.0,21339.0,45361.0
Malaysia,2001,75,64117,8056723,126,122113.0,96636.0,25477.0,43797.0
Malaysia,2001,0,93069,4058185,44,,,,
Malaysia,2001,10,57574,3958190,69,,,,
Malaysia,2001,15,56652,3921365,69,,,,
Malaysia,2001,20,56228,3903759,69,,,,
Malaysia,2001,25,55843,3888195,70,,,,
Malaysia,2001,30,55241,3863690,70,187174.0,294140.0,-106966.0,29279.0
Malaysia,2001,50,51640,3706548,72,185463.0,282900.0,-97436.0,29187.0
Malaysia,2001,75,41462,3190759,77,176639.0,263989.0,-87349.0,28267.0
Malaysia,2001,0,196332,16763489,85,,,,
Malaysia,2001,10,140470,16710542,119,,,,
Malaysia,2001,15,138688,16616416,120,,,,
Malaysia,2001,20,137798,16565964,120,,,,
Malaysia,2001,25,137093,16527601,121,,,,
Malaysia,2001,30,135736,16452384,121,422964.0,409879.0,13085.0,296766.0
Malaysia,2001,50,131071,16158939,123,410358.0,384646.0,25713.0,291727.0
Malaysia,2001,75,119323,15325491,128,366148.0,326644.0,39504.0,261122.0
Malaysia,2001,0,255091,30212317,118,,,,
Malaysia,2001,10,238629,30183768,126,,,,
Malaysia,2001,15,237855,30135873,127,,,,
Malaysia,2001,20,237218,30093477,127,,,,
Malaysia,2001,25,236946,30076360,127,,,,
Malaysia,2001,30,236278,30032716,127,1388556.0,778189.0,610367.0,807013.0
Malaysia,2001,50,233580,29834823,128,1380207.0,758571.0,621636.0,802698.0
Malaysia,2001,75,224738,29089842,129,1341732.0,699463.0,642269.0,778475.0
Malaysia,2001,0,130645,12420778,95,,,,
Malaysia,2001,10,116996,12384341,106,,,,
Malaysia,2001,15,116375,12355134,106,,,,
Malaysia,2001,20,116009,12336863,106,,,,
Malaysia,2001,25,115758,12324885,106,,,,
Malaysia,2001,30,115206,12297844,107,759061.0,894368.0,-135306.0,197588.0
Malaysia,2001,50,112969,12177805,108,755761.0,881596.0,-125835.0,197232.0
Malaysia,2001,75,104980,11692926,111,737523.0,835613.0,-98090.0,193894.0
Malaysia,2001,0,105037,5733424,55,,,,
Malaysia,2001,10,74585,5691310,76,,,,
Malaysia,2001,15,73443,5642147,77,,,,
Malaysia,2001,20,72689,5607506,77,,,,
Malaysia,2001,25,72237,5587733,77,,,,
Malaysia,2001,30,71321,5547279,78,308394.0,236242.0,72152.0,127828.0
Malaysia,2001,50,67172,5340004,79,300741.0,218048.0,82692.0,126334.0
Malaysia,2001,75,54117,4584875,85,260231.0,166925.0,93305.0,115949.0
Malaysia,2001,0,126176,6523971,52,,,,
Malaysia,2001,10,91127,6464890,71,,,,
Malaysia,2001,15,89922,6409075,71,,,,
Malaysia,2001,20,89212,6375325,71,,,,
Malaysia,2001,25,88783,6355369,72,,,,
Malaysia,2001,30,87703,6304018,72,282064.0,241852.0,40213.0,136921.0
Malaysia,2001,50,83220,6074691,73,278762.0,226822.0,51939.0,134500.0
Malaysia,2001,75,66216,5106086,77,255639.0,173203.0,82436.0,116367.0
Malaysia,2001,0,82349,2952940,36,,,,
Malaysia,2001,10,29311,2832283,97,,,,
Malaysia,2001,15,28648,2794018,98,,,,
Malaysia,2001,20,28308,2774155,98,,,,
Malaysia,2001,25,28044,2760716,98,,,,
Malaysia,2001,30,27367,2719784,99,98894.0,148532.0,-49639.0,115119.0
Malaysia,2001,50,25598,2601968,102,95885.0,139687.0,-43803.0,110084.0
Malaysia,2001,75,19860,2078232,105,74585.0,115701.0,-41116.0,74740.0
Malaysia,2001,0,18561,1305240,70,,,,
Malaysia,2001,10,12815,1296696,101,,,,
Malaysia,2001,15,12666,1289220,102,,,,
Malaysia,2001,20,12590,1285179,102,,,,
Malaysia,2001,25,12530,1282039,102,,,,
Malaysia,2001,30,12334,1271675,103,30529.0,64616.0,-34087.0,1840.0
Malaysia,2001,50,11809,1239281,105,29842.0,61790.0,-31948.0,1840.0
Malaysia,2001,75,9695,1075360,111,25259.0,50683.0,-25424.0,1705.0
Malaysia,2001,0,23512,956817,41,,,,
Malaysia,2001,10,13975,941330,67,,,,
Malaysia,2001,15,13712,929589,68,,,,
Malaysia,2001,20,13560,922403,68,,,,
Malaysia,2001,25,13444,916975,68,,,,
Malaysia,2001,30,13170,903965,69,27920.0,35904.0,-7984.0,2421.0
Malaysia,2001,50,12010,844293,70,27242.0,33537.0,-6295.0,2338.0
Malaysia,2001,75,8298,631490,76,23684.0,26661.0,-2977.0,2030.0
Malaysia,2001,0,23707,652348,28,,,,
Malaysia,2001,10,8246,631724,77,,,,
Malaysia,2001,15,7953,617662,78,,,,
Malaysia,2001,20,7797,609862,78,,,,
Malaysia,2001,25,7664,603412,79,,,,
Malaysia,2001,30,7375,588989,80,19241.0,29958.0,-10716.0,4491.0
Malaysia,2001,50,6487,536837,83,18263.0,26261.0,-7998.0,4303.0
Malaysia,2001,75,4340,388094,89,13375.0,18982.0,-5606.0,3113.0
Malaysia,2001,0,27685,619387,22,,,,
Malaysia,2001,10,8513,569166,67,,,,
Malaysia,2001,15,8284,557774,67,,,,
Malaysia,2001,20,8162,551644,68,,,,
Malaysia,2001,25,8051,546169,68,,,,
Malaysia,2001,30,7834,535328,68,13681.0,21496.0,-7815.0,7258.0
Malaysia,2001,50,7077,494823,70,12857.0,17799.0,-4943.0,6930.0
Malaysia,2001,75,5377,396788,74,9815.0,10978.0,-1162.0,5917.0
Malaysia,2001,0,12157,720435,59,,,,
Malaysia,2001,10,6243,716624,115,,,,
Malaysia,2001,15,6159,712134,116,,,,
Malaysia,2001,20,6122,709995,116,,,,
Malaysia,2001,25,6085,708023,116,,,,
Malaysia,2001,30,5964,701206,118,9111.0,21087.0,-11977.0,754.0
Malaysia,2001,50,5778,688257,119,8757.0,20045.0,-11289.0,692.0
Malaysia,2001,75,5225,640037,123,7253.0,16944.0,-9691.0,549.0
Malaysia,2001,0,6173,130052,21,,,,
Malaysia,2001,10,1720,127212,74,,,,
Malaysia,2001,15,1670,124934,75,,,,
Malaysia,2001,20,1644,123683,75,,,,
Malaysia,2001,25,1618,122523,76,,,,
Malaysia,2001,30,1583,120859,76,6730.0,11311.0,-4580.0,8491.0
Malaysia,2001,50,1395,109968,79,6109.0,10649.0,-4539.0,7115.0
Malaysia,2001,75,925,77700,84,4265.0,9158.0,-4893.0,4608.0
Malaysia,2001,0,167181,14936498,89,,,,
Malaysia,2001,10,152760,14887744,97,,,,
Malaysia,2001,15,151768,14842586,98,,,,
Malaysia,2001,20,151161,14812726,98,,,,
Malaysia,2001,25,150805,14795842,98,,,,
Malaysia,2001,30,149925,14752736,98,1230319.0,1380435.0,-150116.0,969447.0
Malaysia,2001,50,145756,14549532,100,1216852.0,1346136.0,-129284.0,962469.0
Malaysia,2001,75,130963,13683836,104,1144719.0,1227711.0,-82992.0,930119.0
Malaysia,2001,0,820701,76323511,93,,,,
Malaysia,2001,10,716589,76154303,106,,,,
Malaysia,2001,15,713538,76011011,107,,,,
Malaysia,2001,20,710845,75878324,107,,,,
Malaysia,2001,25,709541,75814463,107,,,,
Malaysia,2001,30,706898,75680973,107,4778743.0,2370181.0,2408561.0,6752580.0
Malaysia,2001,50,694329,74979626,108,4751339.0,2319122.0,2432217.0,6705314.0
Malaysia,2001,75,639926,71188617,111,4567780.0,2105730.0,2462050.0,6482763.0
Malaysia,2001,0,313566,32760140,104,,,,
Malaysia,2001,10,269261,32672933,121,,,,
Malaysia,2001,15,267071,32551578,122,,,,
Malaysia,2001,20,265587,32465322,122,,,,
Malaysia,2001,25,264577,32405570,122,,,,
Malaysia,2001,30,262249,32260187,123,2729955.0,1399580.0,1330375.0,2191252.0
Malaysia,2001,50,254104,31748398,125,2687845.0,1332297.0,1355549.0,2166321.0
Malaysia,2001,75,222523,29093446,131,2424206.0,1071497.0,1352709.0,1999485.0
Malaysia,2001,0,757422,65873423,87,,,,
Malaysia,2001,10,677630,65696610,97,,,,
Malaysia,2001,15,674542,65566910,97,,,,
Malaysia,2001,20,671760,65439327,97,,,,
Malaysia,2001,25,670559,65384094,98,,,,
Malaysia,2001,30,666892,65216942,98,1234839.0,1298168.0,-63329.0,1909402.0
Malaysia,2001,50,656986,64740949,99,1230703.0,1283610.0,-52908.0,1906664.0
Malaysia,2001,75,596155,60996922,102,1198875.0,1210644.0,-11769.0,1885072.0
Malaysia,2001,0,134011,14185830,106,,,,
Malaysia,2001,10,118269,14150434,120,,,,
Malaysia,2001,15,116907,14092578,121,,,,
Malaysia,2001,20,116219,14061388,121,,,,
Malaysia,2001,25,115602,14033934,121,,,,
Malaysia,2001,30,114604,13986591,122,764244.0,637061.0,127182.0,773187.0
Malaysia,2001,50,109786,13730076,125,755386.0,604141.0,151245.0,770525.0
Malaysia,2001,75,98718,12934425,131,715244.0,528299.0,186945.0,743690.0
Malaysia,2001,0,36810,2979491,81,,,,
Malaysia,2001,10,25926,2967923,114,,,,
Malaysia,2001,15,25637,2955112,115,,,,
Malaysia,2001,20,25485,2948033,116,,,,
Malaysia,2001,25,25355,2942053,116,,,,
Malaysia,2001,30,25149,2932147,117,108413.0,128880.0,-20467.0,78413.0
Malaysia,2001,50,24223,2880808,119,105960.0,123552.0,-17592.0,76770.0
Malaysia,2001,75,22120,2728411,123,97646.0,111704.0,-14058.0,69307.0
Malaysia,2001,0,174445,19038138,109,,,,
Malaysia,2001,10,162256,19015259,117,,,,
Malaysia,2001,15,161534,18981667,118,,,,
Malaysia,2001,20,161153,18962610,118,,,,
Malaysia,2001,25,160930,18951324,118,,,,
Malaysia,2001,30,160232,18914892,118,1034437.0,881601.0,152836.0,609732.0
Malaysia,2001,50,157999,18787977,119,1027180.0,863007.0,164172.0,608533.0
Malaysia,2001,75,149142,18143205,122,983043.0,796848.0,186196.0,599927.0
Malaysia,2001,0,46308,3435483,74,,,,
Malaysia,2001,10,40938,3415109,83,,,,
Malaysia,2001,15,40560,3398191,84,,,,
Malaysia,2001,20,40326,3386238,84,,,,
Malaysia,2001,25,40162,3379041,84,,,,
Malaysia,2001,30,39778,3358860,84,320350.0,450451.0,-130101.0,322319.0
Malaysia,2001,50,37957,3277086,86,314081.0,439567.0,-125486.0,321767.0
Malaysia,2001,75,32015,2964161,93,277681.0,402615.0,-124934.0,314994.0
Malaysia,2001,0,132220,10774805,81,,,,
Malaysia,2001,10,112878,10752206,95,,,,
Malaysia,2001,15,111765,10704208,96,,,,
Malaysia,2001,20,111038,10669841,96,,,,
Malaysia,2001,25,110612,10650623,96,,,,
Malaysia,2001,30,109702,10605322,97,912318.0,682192.0,230126.0,824096.0
Malaysia,2001,50,106228,10413283,98,898549.0,655085.0,243463.0,819900.0
Malaysia,2001,75,94382,9555962,101,822131.0,563173.0,258958.0,786308.0
Malaysia,2001,0,110140,10594325,96,,,,
Malaysia,2001,10,98961,10563953,107,,,,
Malaysia,2001,15,98469,10539889,107,,,,
Malaysia,2001,20,97956,10512038,107,,,,
Malaysia,2001,25,97712,10498600,107,,,,
Malaysia,2001,30,96970,10456603,108,88631.0,150672.0,-62041.0,54649.0
Malaysia,2001,50,95355,10364063,109,88345.0,149432.0,-61088.0,54513.0
Malaysia,2001,75,85419,9610090,113,86156.0,143344.0,-57188.0,53727.0
Malaysia,2001,0,647639,75130650,116,,,,
Malaysia,2001,10,607279,75028921,124,,,,
Malaysia,2001,15,605277,74935733,124,,,,
Malaysia,2001,20,603064,74816774,124,,,,
Malaysia,2001,25,602254,74773542,124,,,,
Malaysia,2001,30,599301,74617276,125,1139047.0,1273381.0,-134334.0,935286.0
Malaysia,2001,50,593307,74286746,125,1135426.0,1259568.0,-124142.0,933468.0
Malaysia,2001,75,556178,71595195,129,1104834.0,1199437.0,-94603.0,921156.0
Malaysia,2001,0,611656,89991371,147,,,,
Malaysia,2001,10,599183,89966088,150,,,,
Malaysia,2001,15,598536,89929086,150,,,,
Malaysia,2001,20,598077,89901186,150,,,,
Malaysia,2001,25,597652,89874829,150,,,,
Malaysia,2001,30,596993,89834400,150,2271253.0,1577849.0,693404.0,723931.0
Malaysia,2001,50,593312,89597173,151,2261966.0,1552458.0,709508.0,721826.0
Malaysia,2001,75,578518,88330803,153,2207883.0,1458062.0,749821.0,706615.0
Malaysia,2001,0,123318,14415092,117,,,,
Malaysia,2001,10,113474,14395692,127,,,,
Malaysia,2001,15,112833,14369747,127,,,,
Malaysia,2001,20,112484,14353993,128,,,,
Malaysia,2001,25,112200,14342444,128,,,,
Malaysia,2001,30,111642,14317888,128,569720.0,342731.0,226989.0,246842.0
Malaysia,2001,50,109103,14201575,130,564922.0,326377.0,238545.0,245270.0
Malaysia,2001,75,102973,13839651,134,544802.0,289693.0,255109.0,232148.0
Malaysia,2001,0,45780,5692108,124,,,,
Malaysia,2001,10,41811,5685930,136,,,,
Malaysia,2001,15,41684,5679721,136,,,,
Malaysia,2001,20,41604,5675590,136,,,,
Malaysia,2001,25,41533,5672058,137,,,,
Malaysia,2001,30,41417,5665833,137,166824.0,126602.0,40223.0,151574.0
Malaysia,2001,50,40849,5631811,138,165413.0,122979.0,42434.0,150971.0
Malaysia,2001,75,39454,5520955,140,159138.0,114765.0,44372.0,147924.0
Malaysia,2001,0,156889,14359445,92,,,,
Malaysia,2001,10,140297,14333499,102,,,,
Malaysia,2001,15,139334,14292106,103,,,,
Malaysia,2001,20,138690,14262774,103,,,,
Malaysia,2001,25,138396,14249612,103,,,,
Malaysia,2001,30,137548,14208153,103,1759767.0,956439.0,803328.0,1190845.0
Malaysia,2001,50,134448,14044745,104,1741583.0,928070.0,813513.0,1187712.0
Malaysia,2001,75,122856,13264238,108,1649501.0,824570.0,824932.0,1165845.0
Malaysia,2001,0,2615,95659,37,,,,
Malaysia,2001,10,1160,93659,81,,,,
Malaysia,2001,15,1121,92057,82,,,,
Malaysia,2001,20,1102,91236,83,,,,
Malaysia,2001,25,1084,90505,83,,,,
Malaysia,2001,30,1056,89251,84,7183.0,6058.0,1125.0,5681.0
Malaysia,2001,50,917,82539,90,6844.0,5140.0,1704.0,5626.0
Malaysia,2001,75,643,66057,103,5729.0,3452.0,2277.0,5138.0
Malaysia,2001,0,360752,44263097,123,,,,
Malaysia,2001,10,344523,44239155,128,,,,
Malaysia,2001,15,343494,44182849,129,,,,
Malaysia,2001,20,342882,44148536,129,,,,
Malaysia,2001,25,342478,44125295,129,,,,
Malaysia,2001,30,341637,44075508,129,1835547.0,1261142.0,574405.0,936330.0
Malaysia,2001,50,337784,43836241,130,1824198.0,1233320.0,590877.0,934278.0
Malaysia,2001,75,322259,42634659,132,1754683.0,1118910.0,635773.0,914262.0
Malaysia,2001,0,224821,15947913,71,,,,
Malaysia,2001,10,194276,15873299,82,,,,
Malaysia,2001,15,193077,15819854,82,,,,
Malaysia,2001,20,191880,15759442,82,,,,
Malaysia,2001,25,191437,15738549,82,,,,
Malaysia,2001,30,190319,15684739,82,363741.0,330946.0,32795.0,356016.0
Malaysia,2001,50,186311,15477444,83,361190.0,321955.0,39235.0,355286.0
Malaysia,2001,75,166024,14205559,86,346693.0,290707.0,55986.0,349788.0
Malaysia,2001,0,116520,9305326,80,,,,
Malaysia,2001,10,96829,9276109,96,,,,
Malaysia,2001,15,95932,9244717,96,,,,
Malaysia,2001,20,95286,9217062,97,,,,
Malaysia,2001,25,94954,9203130,97,,,,
Malaysia,2001,30,94131,9167422,97,214873.0,339577.0,-124703.0,213792.0
Malaysia,2001,50,91303,9042121,99,212198.0,319336.0,-107138.0,213186.0
Malaysia,2001,75,80060,8359703,104,196984.0,257293.0,-60309.0,206921.0
Malaysia,2001,0,277357,37925114,137,,,,
Malaysia,2001,10,268355,37908399,141,,,,
Malaysia,2001,15,267893,37882941,141,,,,
Malaysia,2001,20,267580,37864904,142,,,,
Malaysia,2001,25,267365,37852522,142,,,,
Malaysia,2001,30,266985,37830513,142,1794304.0,1671521.0,122783.0,1299366.0
Malaysia,2001,50,264212,37664298,143,1777253.0,1635340.0,141913.0,1296424.0
Malaysia,2001,75,255387,36987047,145,1702233.0,1507942.0,194291.0,1268105.0
Malaysia,2001,0,140970,18074376,128,,,,
Malaysia,2001,10,135826,18062506,133,,,,
Malaysia,2001,15,135520,18043814,133,,,,
Malaysia,2001,20,135317,18031002,133,,,,
Malaysia,2001,25,135148,18020128,133,,,,
Malaysia,2001,30,134853,18000603,133,569331.0,187605.0,381725.0,357530.0
Malaysia,2001,50,133413,17905577,134,566132.0,180262.0,385870.0,356150.0
Malaysia,2001,75,128582,17522024,136,545979.0,158840.0,387139.0,346067.0
Malaysia,2001,0,593688,63996051,108,,,,
Malaysia,2001,10,524132,63871715,122,,,,
Malaysia,2001,15,521386,63754593,122,,,,
Malaysia,2001,20,519404,63662342,123,,,,
Malaysia,2001,25,518370,63613180,123,,,,
Malaysia,2001,30,516209,63506165,123,4042637.0,1776693.0,2265944.0,2876621.0
Malaysia,2001,50,508002,63069100,124,4024933.0,1743433.0,2281500.0,2866131.0
Malaysia,2001,75,470190,60381924,128,3891854.0,1604236.0,2287619.0,2764354.0
Malaysia,2001,0,230009,30993684,135,,,,
Malaysia,2001,10,219171,30964440,141,,,,
Malaysia,2001,15,218632,30935357,141,,,,
Malaysia,2001,20,218187,30910117,142,,,,
Malaysia,2001,25,217912,30893780,142,,,,
Malaysia,2001,30,217321,30857707,142,1408129.0,923592.0,484536.0,639776.0
Malaysia,2001,50,215285,30728804,143,1399360.0,905455.0,493905.0,636736.0
Malaysia,2001,75,205029,29863633,146,1333876.0,811443.0,522433.0,609435.0
Malaysia,2001,0,1029394,149037135,145,,,,
Malaysia,2001,10,999187,148977894,149,,,,
Malaysia,2001,15,997944,148914296,149,,,,
Malaysia,2001,20,996985,148862266,149,,,,
Malaysia,2001,25,996333,148826363,149,,,,
Malaysia,2001,30,995182,148761425,149,8004546.0,2860604.0,5143941.0,5767099.0
Malaysia,2001,50,989705,148425144,150,7987197.0,2824638.0,5162559.0,5759438.0
Malaysia,2001,75,966429,146548515,152,7867095.0,2675716.0,5191379.0,5699033.0
Malaysia,2001,0,117879,13167741,112,,,,
Malaysia,2001,10,108739,13153365,121,,,,
Malaysia,2001,15,108089,13127459,121,,,,
Malaysia,2001,20,107782,13113111,122,,,,
Malaysia,2001,25,107545,13102483,122,,,,
Malaysia,2001,30,107146,13083595,122,626802.0,621771.0,5031.0,414043.0
Malaysia,2001,50,105141,12978662,123,622349.0,607789.0,14560.0,412464.0
Malaysia,2001,75,99785,12601601,126,600362.0,569927.0,30435.0,399373.0
Malaysia,2001,0,12913,726007,56,,,,
Malaysia,2001,10,11418,712470,62,,,,
Malaysia,2001,15,11321,708366,63,,,,
Malaysia,2001,20,11258,705644,63,,,,
Malaysia,2001,25,11221,704023,63,,,,
Malaysia,2001,30,11124,699858,63,131320.0,186547.0,-55227.0,80281.0
Malaysia,2001,50,10752,682577,63,130278.0,181052.0,-50775.0,79755.0
Malaysia,2001,75,9440,617687,65,124937.0,163091.0,-38155.0,77539.0
Malaysia,2001,0,94131,10231560,109,,,,
Malaysia,2001,10,89153,10221662,115,,,,
Malaysia,2001,15,88836,10206491,115,,,,
Malaysia,2001,20,88609,10195458,115,,,,
Malaysia,2001,25,88480,10189097,115,,,,
Malaysia,2001,30,88255,10177781,115,476616.0,419516.0,57100.0,208518.0
Malaysia,2001,50,87085,10109178,116,474529.0,413085.0,61444.0,207617.0
Malaysia,2001,75,82636,9801125,119,462767.0,390329.0,72438.0,203552.0
Malaysia,2001,0,1957317,288432542,147,,,,
Malaysia,2001,10,1905597,288278036,151,,,,
Malaysia,2001,15,1902967,288131590,151,,,,
Malaysia,2001,20,1901230,288031444,151,,,,
Malaysia,2001,25,1899935,287955095,152,,,,
Malaysia,2001,30,1897991,287843441,152,14159319.0,3413781.0,10745538.0,6263065.0
Malaysia,2001,50,1885261,287004870,152,14123624.0,3350068.0,10773556.0,6258602.0
Malaysia,2001,75,1844803,283308186,154,13963287.0,3165518.0,10797769.0,6190598.0
Malaysia,2001,0,228666,20380037,89,,,,
Malaysia,2001,10,213467,20332278,95,,,,
Malaysia,2001,15,212959,20310657,95,,,,
Malaysia,2001,20,212674,20298332,95,,,,
Malaysia,2001,25,212408,20286668,96,,,,
Malaysia,2001,30,211913,20265355,96,2584847.0,1077994.0,1506853.0,2884594.0
Malaysia,2001,50,210056,20175317,96,2578615.0,1067139.0,1511476.0,2869354.0
Malaysia,2001,75,200991,19630195,98,2526677.0,1018215.0,1508463.0,2789548.0
Malaysia,2001,0,708757,78995700,111,,,,
Malaysia,2001,10,628622,78859662,125,,,,
Malaysia,2001,15,626025,78735136,126,,,,
Malaysia,2001,20,623997,78634664,126,,,,
Malaysia,2001,25,622877,78578221,126,,,,
Malaysia,2001,30,621027,78484353,126,11475978.0,3938811.0,7537167.0,5123842.0
Malaysia,2001,50,611077,77887847,127,11420324.0,3878323.0,7542000.0,5084628.0
Malaysia,2001,75,576086,75139554,130,11172882.0,3692994.0,7479889.0,4846053.0
Malaysia,2001,0,105391,7348619,70,,,,
Malaysia,2001,10,92219,7328720,79,,,,
Malaysia,2001,15,91737,7309033,80,,,,
Malaysia,2001,20,91413,7295619,80,,,,
Malaysia,2001,25,91252,7288565,80,,,,
Malaysia,2001,30,90844,7271463,80,2027650.0,420894.0,1606756.0,330975.0
Malaysia,2001,50,89113,7189604,81,2021636.0,416123.0,1605512.0,330678.0
Malaysia,2001,75,82017,6798467,83,1976253.0,390489.0,1585764.0,326415.0
Malaysia,2001,0,218097,15297932,70,,,,
Malaysia,2001,10,194859,15146733,78,,,,
Malaysia,2001,15,193905,15112319,78,,,,
Malaysia,2001,20,193185,15083660,78,,,,
Malaysia,2001,25,192690,15064847,78,,,,
Malaysia,2001,30,191941,15038181,78,4190123.0,1895066.0,2295057.0,644993.0
Malaysia,2001,50,187964,14870338,79,4178513.0,1874908.0,2303605.0,643439.0
Malaysia,2001,75,173106,14092531,81,4099919.0,1808181.0,2291738.0,633322.0
Malaysia,2001,0,165216,21361239,129,,,,
Malaysia,2001,10,161218,21352780,132,,,,
Malaysia,2001,15,160978,21341210,133,,,,
Malaysia,2001,20,160788,21331884,133,,,,
Malaysia,2001,25,160643,21324732,133,,,,
Malaysia,2001,30,160435,21314478,133,738212.0,714467.0,23745.0,420790.0
Malaysia,2001,50,159401,21253237,133,735681.0,709193.0,26488.0,420013.0
Malaysia,2001,75,154342,20886651,135,718484.0,682600.0,35884.0,416227.0
Malaysia,2001,0,216504,25404333,117,,,,
Malaysia,2001,10,200414,25379411,127,,,,
Malaysia,2001,15,199879,25354746,127,,,,
Malaysia,2001,20,199507,25337279,127,,,,
Malaysia,2001,25,199210,25323322,127,,,,
Malaysia,2001,30,198755,25301843,127,1161223.0,853350.0,307873.0,378932.0
Malaysia,2001,50,196628,25187680,128,1157345.0,843657.0,313688.0,378076.0
Malaysia,2001,75,187653,24618296,131,1135279.0,803881.0,331398.0,370578.0
Malaysia,2001,0,1576940,241165981,153,,,,
Malaysia,2001,10,1538423,241047802,157,,,,
Malaysia,2001,15,1536511,240940379,157,,,,
Malaysia,2001,20,1535467,240879299,157,,,,
Malaysia,2001,25,1534328,240811059,157,,,,
Malaysia,2001,30,1532462,240697952,157,5901517.0,3201588.0,2699930.0,4463253.0
Malaysia,2001,50,1523415,240081677,158,5881846.0,3154564.0,2727281.0,4456053.0
Malaysia,2001,75,1490583,237023036,159,5783377.0,2996229.0,2787148.0,4376193.0
Malaysia,2001,0,175804,14436665,82,,,,
Malaysia,2001,10,150659,14240498,95,,,,
Malaysia,2001,15,149635,14194744,95,,,,
Malaysia,2001,20,149086,14169594,95,,,,
Malaysia,2001,25,148736,14153744,95,,,,
Malaysia,2001,30,147913,14115588,95,608928.0,1336288.0,-727360.0,270581.0
Malaysia,2001,50,144963,13961141,96,604793.0,1321371.0,-716577.0,268406.0
Malaysia,2001,75,135368,13375671,99,584426.0,1274270.0,-689843.0,258176.0
Malaysia,2001,0,365580,51326218,140,,,,
Malaysia,2001,10,353146,51298770,145,,,,
Malaysia,2001,15,352377,51259002,145,,,,
Malaysia,2001,20,351966,51236770,146,,,,
Malaysia,2001,25,351610,51217389,146,,,,
Malaysia,2001,30,350989,51182748,146,1535917.0,764633.0,771284.0,751993.0
Malaysia,2001,50,347531,50985378,147,1529839.0,746974.0,782865.0,750423.0
